REACT_143738	MNXR78385
26509	MNXR8990
rxn13143	MNXR29827
rxn13142	MNXR81005
rxn13147	MNXR67884
rxn13146	MNXR81006
rxn13149	MNXR81007
rxn13148	MNXR29830
26502	MNXR57314
26503	MNXR57314
26504	MNXR57314
26505	MNXR57314
26506	MNXR8990
26507	MNXR8990
PRODISULFREDUCT-A-RXN	MNXR20655
25796	MNXR32571
BS380704	MNXR5175
REACT_81336	MNXR78769
GLNTRAT	MNXR69165
REACT_153486	MNXR25031
GULNDer	MNXR56584
REACT_81334	MNXR78419
BS383148	MNXR72849
31457	MNXR68999
REACT_100876	MNXR68270
REACT_100872	MNXR78308
REACT_114390	MNXR1851
REACT_100871	MNXR3880
REACT_130677	MNXR78600
REACT_100879	MNXR78319
2.3.1.77-RXN	MNXR75989
DOLDPP_Uer	MNXR1727
BR40348_WOP	MNXR7442
MANNONDEHYDRAT-RXN	MNXR3617
REACT_90614	MNXR78450
PINOS_SC	MNXR69719
BR44098	MNXR56845
BR44099	MNXR35662
GLCS1	MNXR69155
GLCS2	MNXR69156
BR44090	MNXR55830
BR44091	MNXR7835
BR44092	MNXR341
BR44093	MNXR7836
BR44094	MNXR7837
BR44095	MNXR71060
BR44096	MNXR15597
BR44097	MNXR7840
10106	MNXR7527
1.14.13.92-RXN	MNXR75913
2.5.1.66-RXN	MNXR8632
31451	MNXR75065
REACT_99701	MNXR78383
REACT_99705	MNXR78606
REACT_143906	MNXR2856
REACT_143904	MNXR78898
TYROSINE-3-MONOOXYGENASE-RXN	MNXR5169
REACT_162299	MNXR79138
24098	MNXR56805
REACT_112280	MNXR78296
REACT_112281	MNXR25017
FADDP	MNXR68871
24120	MNXR7496
24121	MNXR7496
24122	MNXR7496
24123	MNXR7496
24124	MNXR5557
24125	MNXR5557
24126	MNXR5557
24127	MNXR5557
24128	MNXR19971
24129	MNXR19971
22979	MNXR5335
22978	MNXR5335
CRNabc	MNXR68589
22975	MNXR6304
22974	MNXR6304
22977	MNXR5335
22976	MNXR5335
22971	MNXR5687
22970	MNXR5687
22973	MNXR6304
22972	MNXR6304
RXN-9716	MNXR63805
RXN-9717	MNXR63806
RXN-9714	MNXR63803
RXN-9715	MNXR77893
BR36705	MNXR6154
RXN-9713	MNXR74893
RXN-9710	MNXR23967
BR36706	MNXR1071
BR36709	MNXR7174
BR36708	MNXR56650
RXN-9718	MNXR9077
RXN-9719	MNXR23972
REACT_147103	MNXR3771
REACT_147101	MNXR78806
REACT_79162	MNXR3464
RXN-13118	MNXR77027
REACT_138971	MNXR78494
ANTHRANILOYL-COA-MONOOXYGENASE-RXN	MNXR76206
RXN-13110	MNXR60593
RXN-13111	MNXR60591
RXN-13112	MNXR60308
RXN-13113	MNXR62800
RXN-13114	MNXR62801
RXN-13115	MNXR62802
RXN-13116	MNXR75504
RXN-13117	MNXR58433
PEPTIDE-TRYPTOPHAN-23-DIOXYGENASE-RXN	MNXR15533
REACT_107779	MNXR78625
REACT_107774	MNXR1869
REACT_107775	MNXR78463
BS355098	MNXR72136
12006	MNXR56904
rxn03289	MNXR63826
rxn03288	MNXR79688
rxn03287	MNXR5449
rxn03286	MNXR5842
rxn03285	MNXR74337
rxn03284	MNXR5555
rxn03283	MNXR4027
rxn03282	MNXR15797
rxn03281	MNXR1851
rxn03280	MNXR74332
REACT_125856	MNXR64476
REACT_78525	MNXR4017
REACT_78520	MNXR78751
RXN-7965	MNXR77613
REACT_78528	MNXR78357
PTE4x	MNXR69824
HDD2COAtx	MNXR2934
PHENOL-BETA-GLUCOSYLTRANSFERASE-RXN	MNXR76418
12001	MNXR6148
27473	MNXR2785
27472	MNXR79320
27471	MNXR79320
27470	MNXR79320
27477	MNXR9018
27476	MNXR2785
27475	MNXR2785
27474	MNXR2785
27479	MNXR9018
27478	MNXR9018
PRISTANALtx	MNXR69787
CRNtHa	MNXR68591
BS413316	MNXR71821
REACT_144458	MNXR78894
BS380435	MNXR72768
REACT_144453	MNXR78881
REACT_104215	MNXR3601
ECAP3pp	MNXR68788
REACT_100462	MNXR78274
rxn03429	MNXR74392
rxn03428	MNXR74391
rxn03423	MNXR3689
rxn03422	MNXR4831
rxn03421	MNXR74388
rxn03420	MNXR79702
rxn03427	MNXR3343
rxn03426	MNXR66258
rxn03424	MNXR54919
29066	MNXR76297
29067	MNXR26685
29064	MNXR76297
29065	MNXR76297
29062	MNXR69266
29063	MNXR76297
29060	MNXR69266
29061	MNXR69266
REACT_136537	MNXR78549
REACT_136535	MNXR78965
REACT_90320	MNXR64422
29068	MNXR26685
29069	MNXR26685
23200	MNXR7303
23201	MNXR7303
23202	MNXR7303
23203	MNXR7303
23204	MNXR7844
23205	MNXR7844
23206	MNXR7844
23207	MNXR7844
23208	MNXR8462
23209	MNXR8462
REACT_159258	MNXR78766
REACT_159259	MNXR79077
REACT_159250	MNXR65044
UCR01230	MNXR2788
REACT_159253	MNXR78899
REACT_159255	MNXR78386
UCR01234	MNXR4130
REACT_159257	MNXR78842
30938	MNXR3870
30939	MNXR69529
30932	MNXR3488
30933	MNXR3488
30930	MNXR26792
30931	MNXR3488
30936	MNXR3870
30937	MNXR3870
30934	MNXR3488
30935	MNXR3870
31041	MNXR68270
31040	MNXR68270
31043	MNXR15472
31042	MNXR68270
31045	MNXR15472
31044	MNXR15472
31047	MNXR3609
31046	MNXR15472
31049	MNXR3609
31048	MNXR3609
RXN-8453	MNXR75266
CDPDIGLYPYPHOSPHA-RXN	MNXR6664
34723	MNXR65688
34722	MNXR65687
34721	MNXR65687
34720	MNXR65687
rxn06558	MNXR74196
rxn06559	MNXR59585
34725	MNXR65688
34724	MNXR65688
rxn06554	MNXR80099
rxn06555	MNXR80100
rxn06556	MNXR36855
rxn06557	MNXR74194
rxn06550	MNXR48638
rxn06551	MNXR8573
rxn06552	MNXR15520
rxn06553	MNXR74191
CITRAMALATE-LYASE-RXN	MNXR76250
29453	MNXR69783
COUCOAFm	MNXR227
BS407194	MNXR11142
32761	MNXR61306
32760	MNXR61306
32763	MNXR65557
32762	MNXR61306
32765	MNXR65557
32764	MNXR65557
32766	MNXR65557
rxn10140	MNXR80345
rxn10141	MNXR3829
rxn10142	MNXR2846
rxn10143	MNXR3056
rxn10144	MNXR848
rxn10145	MNXR1433
22155	MNXR74788
rxn10147	MNXR68476
rxn10148	MNXR1040
rxn10149	MNXR80357
22159	MNXR55751
22158	MNXR55751
BS288181	MNXR10293
REACT_77434	MNXR78273
REACT_77435	MNXR68238
UCR00549	MNXR69844
REACT_85249	MNXR4373
REACT_77432	MNXR78685
REACT_125833	MNXR78674
REACT_85243	MNXR68275
RXN-11182	MNXR76636
rxn11815	MNXR17980
rxn11814	MNXR17979
rxn11817	MNXR75362
rxn11816	MNXR17981
rxn11811	MNXR75360
rxn11810	MNXR75359
rxn11813	MNXR17978
rxn11812	MNXR75361
MTHFDm	MNXR3642
rxn11819	MNXR17984
rxn11818	MNXR17983
REACT_134390	MNXR73719
REACT_134393	MNXR78699
REACT_134397	MNXR78966
REACT_134398	MNXR78849
BS257568	MNXR10154
3.4.22.67-RXN	MNXR76137
REACT_163117	MNXR4612
MTHFD2	MNXR3643
REACT_139619	MNXR78274
REACT_139617	MNXR78426
REACT_139615	MNXR78887
REACT_139612	MNXR78794
REACT_87086	MNXR78283
REACT_87080	MNXR79025
REACT_87088	MNXR78250
STEROID-11-BETA-MONOOXYGENASE-RXN	MNXR35754
REACT_30153	MNXR78604
REACT_84193	MNXR78638
REACT_84192	MNXR78423
REACT_141171	MNXR5387
REACT_30155	MNXR78409
REACT_31288	MNXR10411
REACT_31280	MNXR78310
REACT_31282	MNXR78215
REACT_31287	MNXR78276
LPLIPAL2G120	MNXR3318
REACT_85052	MNXR78430
DM_dttp(m)	MNXR1649
ESTRONEGLCtr	MNXR55328
REACT_101257	MNXR78366
COLIPAabcpp	MNXR68558
ACBIPGT	MNXR356
It	MNXR3142
UER00959	MNXR7251
REACT_97596	MNXR1218
18839	MNXR7783
18838	MNXR7783
18835	MNXR6967
18834	MNXR6967
18837	MNXR7783
18836	MNXR6967
18831	MNXR4160
18830	MNXR4160
18833	MNXR6967
18832	MNXR4160
30583	MNXR26771
30582	MNXR4512
30581	MNXR4512
30580	MNXR4512
30587	MNXR26772
30586	MNXR26771
30585	MNXR26771
30584	MNXR26771
30589	MNXR26772
30588	MNXR26772
UCR02782	MNXR73960
BS93282	MNXR3877
UER00950	MNXR3045
REACT_89688	MNXR78455
REACT_89684	MNXR78564
REACT_89685	MNXR78487
BS390218	MNXR73024
REACT_89683	MNXR25083
PYRIDOXINE-5-DEHYDROGENASE-RXN	MNXR76432
REACT_129486	MNXR2856
REACT_129487	MNXR78986
REACT_156933	MNXR78635
REACT_156934	MNXR69525
REACT_129481	MNXR14508
REACT_114560	MNXR78424
REACT_153411	MNXR78412
NADPH-PEROXIDASE-RXN	MNXR7561
ACOTA	MNXR30610
DAAD	MNXR68633
rxn13439	MNXR29965
rxn13438	MNXR29964
REACT_95684	MNXR78261
rxn13431	MNXR29957
REACT_77884	MNXR78290
rxn13433	MNXR53921
rxn13432	MNXR53920
rxn13435	MNXR53923
rxn13434	MNXR53922
rxn13437	MNXR53925
rxn13436	MNXR53924
rxn05809	MNXR73640
rxn05808	MNXR79943
13929	MNXR558
rxn05803	MNXR26399
rxn05802	MNXR79232
rxn05801	MNXR79942
rxn05800	MNXR79941
rxn05807	MNXR27889
rxn05806	MNXR26522
rxn05805	MNXR79273
rxn05804	MNXR26350
REACT_82750	MNXR3208
QUINOLINATE-SYNTHA-RXN	MNXR69833
UER00713	MNXR75069
3.4.23.40-RXN	MNXR76137
BR36867	MNXR7285
3.4.23.44-RXN	MNXR76137
PREPHENATEDEHYDRAT-RXN	MNXR4404
RXN-11048	MNXR21191
COALDDH	MNXR1227
RXN0-6381	MNXR61664
SPHMYLNtl	MNXR4884
RXN0-6382	MNXR3904
RXN-11042	MNXR76594
RXN-11043	MNXR21187
RXN-11044	MNXR76595
RXN-11045	MNXR37351
RXN-11046	MNXR36668
REACT_84974	MNXR78317
REACT_163360	MNXR79126
FAOXC180x	MNXR2096
2.3.1.138-RXN	MNXR7769
BS398672	MNXR13046
BS398676	MNXR13048
BS398677	MNXR13049
BS398675	MNXR13047
REACT_81220	MNXR8968
REACT_81221	MNXR78569
REACT_81222	MNXR3946
REACT_154507	MNXR78962
REACT_81225	MNXR78221
REACT_81226	MNXR24951
REACT_81227	MNXR5039
REACT_156289	MNXR64300
4.1.1.83-RXN	MNXR71465
10343	MNXR57184
RXN-10799	MNXR892
17339	MNXR68471
17338	MNXR68471
17337	MNXR68471
17336	MNXR8154
17335	MNXR8154
RXN-10790	MNXR62214
17333	MNXR8154
17332	MNXR6876
RXN-10795	MNXR59203
17330	MNXR6876
10342	MNXR57184
10648	MNXR9737
10649	MNXR9737
10646	MNXR22516
10647	MNXR22516
10644	MNXR22516
10645	MNXR22516
10642	MNXR3656
10643	MNXR3656
10640	MNXR3656
10641	MNXR3656
RXN00682	MNXR3029
BR22649	MNXR70647
BR22648	MNXR70646
RXN00683	MNXR70280
BR22645	MNXR70644
BR22644	MNXR70643
BR22647	MNXR19627
GLYOXYLATE-REDUCTASE-NADP+-RXN	MNXR2760
BS407262	MNXR13729
BS407263	MNXR73306
REACT_113640	MNXR78461
BS399109	MNXR58796
rxn11824	MNXR75367
20809	MNXR12389
20808	MNXR12389
20807	MNXR7223
BS399102	MNXR58793
20805	MNXR7223
20804	MNXR7223
BS399107	MNXR73178
BS399106	MNXR73177
BS399104	MNXR71542
REACT_142191	MNXR78603
REACT_142190	MNXR78614
REACT_142196	MNXR78542
REACT_142195	MNXR78710
REACT_104959	MNXR4012
REACT_143824	MNXR25049
REACT_143825	MNXR64446
REACT_143826	MNXR1926
17593	MNXR8240
17592	MNXR6358
17591	MNXR6358
17590	MNXR6358
17596	MNXR8240
17595	MNXR8240
REACT_145409	MNXR78807
REACT_148762	MNXR79038
19644	MNXR227
FA240tp	MNXR68844
LGNCCOAtx	MNXR3227
11999	MNXR7492
11998	MNXR7492
BS257028_WOP	MNXR57741
RXN-12941	MNXR22435
REACT_95247	MNXR74325
REACT_95246	MNXR5471
11993	MNXR3261
11992	MNXR3261
11995	MNXR3261
11994	MNXR3261
11997	MNXR7492
11996	MNXR7492
REACT_145404	MNXR78945
13179	MNXR7164
13178	MNXR7164
13171	MNXR3385
13170	MNXR3385
13173	MNXR56599
13172	MNXR3385
13175	MNXR56599
13174	MNXR56599
13177	MNXR7164
13176	MNXR56599
REACT_121228	MNXR78599
DASYN161	MNXR68652
RXN-11826	MNXR18205
RXN-11827	MNXR21743
RXN-11825	MNXR21742
RXN-11822	MNXR76761
RXN-11820	MNXR71647
REACT_90440	MNXR78630
GLYabcpp	MNXR2777
REACT_149417	MNXR78256
B3GALT5g	MNXR55094
REACT_131700	MNXR78599
REACT_95861	MNXR4017
29384	MNXR3874
RXN1G-3256	MNXR24497
REACT_96887	MNXR78456
GALTtex	MNXR2533
RXN-12553	MNXR22225
RXN-12552	MNXR37579
RXN-12551	MNXR22223
REACT_145872	MNXR1037
RXN-12556	MNXR22228
RXN-12555	MNXR22227
RXN-12554	MNXR76920
REACT_145879	MNXR2865
RXN-12559	MNXR413
RXN-12558	MNXR410
1.13.11.48-RXN	MNXR6784
BR47820	MNXR390
BR47821	MNXR32778
BR47822	MNXR8294
BR47823	MNXR33807
BR47824	MNXR8296
BR47825	MNXR1064
29518	MNXR65522
29519	MNXR65523
29516	MNXR65522
29517	MNXR65522
29514	MNXR60883
29515	MNXR65522
29512	MNXR60883
29513	MNXR60883
29510	MNXR61196
29511	MNXR60883
23778	MNXR861
23779	MNXR861
ATPS3g	MNXR895
23770	MNXR73778
23771	MNXR73778
23772	MNXR6724
23773	MNXR6724
23774	MNXR6724
23775	MNXR6724
23776	MNXR861
23777	MNXR861
ATPS3v	MNXR895
RXN-7929	MNXR7118
NH4t3r	MNXR3815
HMGCOAtx	MNXR2983
METHIONINE-DECARBOXYLASE-RXN	MNXR7055
HMGCOAtm	MNXR2983
F4NPR	MNXR68829
BS320515	MNXR10377
REACT_145254	MNXR78779
RXN-7921	MNXR15825
ORNITHINE-RACEMASE-RXN	MNXR6486
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	MNXR368
REACT_101202	MNXR78304
REACT_101201	MNXR60503
3.4.21.120-RXN	MNXR61772
BS320831	MNXR10403
BS320830	MNXR72068
REACT_98158	MNXR2959
BS364982	MNXR10826
RXN-5841	MNXR15016
REACT_98155	MNXR78428
REACT_98157	MNXR78712
F1PGT	MNXR68819
7KAPSYN-RXN	MNXR733
REACT_93832	MNXR69616
REACT_93833	MNXR78254
22429	MNXR5551
REACT_93831	MNXR78377
22423	MNXR70758
rxn08324	MNXR1528
22421	MNXR70758
22420	MNXR70758
22427	MNXR73998
22426	MNXR73998
22425	MNXR73998
22424	MNXR73998
RXN-8748	MNXR23435
REACT_140758	MNXR4373
REACT_104186	MNXR78519
RXN01468	MNXR70487
RXN01465	MNXR70486
RXN-8743	MNXR23433
RXN-8740	MNXR63611
REACT_140750	MNXR78915
RXN-8746	MNXR59877
RXN-8747	MNXR23434
RXN01463	MNXR70485
RXN01462	MNXR6201
DHS-PHOSPHATASE-RXN	MNXR4777
17784	MNXR7341
17785	MNXR31600
REACT_146751	MNXR78775
REACT_146750	MNXR78310
rxn08326	MNXR1541
REACT_146757	MNXR78527
REACT_139366	MNXR25699
REACT_139367	MNXR78790
REACT_139364	MNXR78989
REACT_139362	MNXR5387
LAUROYLACYLTRAN-RXN	MNXR37169
ACN23ACNGALGBSIDEte	MNXR400
ACN23ACNGALGBSIDEtg	MNXR400
R-6-HYDROXYNICOTINE-OXIDASE-RXN	MNXR7305
rxn08320	MNXR1484
RXN-8352	MNXR77697
23733	MNXR68753
RXN-8355	MNXR77699
SEPIAPTERIN-DEAMINASE-RXN	MNXR70674
4-METHYLENEGLUTAMINASE-RXN	MNXR6541
CODH2r	MNXR67465
UDPGLDCg	MNXR5232
RXN-1484	MNXR8036
25308	MNXR68739
rxn08323	MNXR1529
24861	MNXR74882
REACT_141405	MNXR78449
24863	MNXR74882
REACT_141407	MNXR78984
24865	MNXR26528
24864	MNXR74882
RXN00738	MNXR4940
24866	MNXR26528
24869	MNXR26529
24868	MNXR26528
RXN00734	MNXR2769
RXN00735	MNXR70295
RXN00732	MNXR3343
25305	MNXR1717
RXN00730	MNXR70294
REACT_134627	MNXR78539
REACT_150157	MNXR78635
REACT_136620	MNXR78493
rxn05469	MNXR4552
REACT_150150	MNXR79049
REACT_133392	MNXR78660
ID3ACALDtm	MNXR3075
REACT_133397	MNXR78776
25302	MNXR1717
DPCOAK	MNXR1772
29776	MNXR55873
GGT6	MNXR69135
REACT_157837	MNXR65040
25300	MNXR658
REACT_139947	MNXR4373
REACT_139944	MNXR78915
R346-RXN	MNXR30633
CDAPPA181	MNXR68495
CDAPPA180	MNXR68494
REACT_147809	MNXR64993
29145	MNXR73862
29773	MNXR26734
REACT_138017	MNXR78318
2.4.1.68-RXN	MNXR76025
ACOX2x	MNXR68279
REACT_379	MNXR68950
3.4.11.19-RXN	MNXR61745
REACT_143241	MNXR78818
rxn09719	MNXR69798
rxn09718	MNXR69820
rxn09713	MNXR4950
rxn09712	MNXR4957
rxn09711	MNXR5039
rxn09710	MNXR5067
rxn09717	MNXR4552
rxn09716	MNXR4562
rxn09715	MNXR4626
rxn09714	MNXR4822
FUCGAL14ACGLCGALGLUSIDEte	MNXR2332
RXN-2301	MNXR33690
BS410870	MNXR13923
33748	MNXR79399
33749	MNXR79399
BS371098	MNXR11434
REACT_102724	MNXR5449
33743	MNXR74756
33744	MNXR74756
33745	MNXR74756
33746	MNXR74756
33747	MNXR79399
30219	MNXR9368
30218	MNXR75690
REACT_108542	MNXR78358
30216	MNXR75690
30215	MNXR75690
rxn00835	MNXR3111
rxn00834	MNXR3100
rxn00837	MNXR2787
rxn00836	MNXR69265
rxn00831	MNXR3873
rxn00830	MNXR69289
BR19245	MNXR3787
BR19244	MNXR739
TCYNTt	MNXR4997
BR19249	MNXR6537
BR19248	MNXR6536
rxn00839	MNXR55765
rxn00838	MNXR68295
ACETATE-KINASE-PYROPHOSPHATE-RXN	MNXR8294
27608	MNXR79322
29141	MNXR26693
27609	MNXR79322
RXN-13095	MNXR62789
RXN-13094	MNXR77020
RXN-13097	MNXR77022
RXN-13096	MNXR77021
RXN-13091	MNXR62785
RXN-13090	MNXR62784
RXN-13093	MNXR62787
RXN-13092	MNXR62786
RXN-13099	MNXR62793
RXN-13098	MNXR62792
BS323357	MNXR72107
rxn12249	MNXR80806
rxn12248	MNXR80805
UPPDC2	MNXR5289
REACT_137167	MNXR6164
29143	MNXR73862
2.3.1.62-RXN	MNXR73754
RXN-7082	MNXR77532
REACT_92714	MNXR1028
REACT_92717	MNXR78638
REACT_92710	MNXR78545
1.13.12.7-RXN	MNXR7649
REACT_92718	MNXR2865
REACT_92719	MNXR78308
REACT_23980	MNXR78909
REACT_109637	MNXR69175
REACT_109636	MNXR2906
REACT_92968	MNXR78632
REACT_109630	MNXR25124
REACT_10112	MNXR64292
34020	MNXR70323
34021	MNXR70323
34022	MNXR70323
34023	MNXR75828
34024	MNXR75828
34025	MNXR75828
34026	MNXR75828
34027	MNXR75829
34028	MNXR75829
BR36695_WOP	MNXR7166
35373	MNXR63857
35372	MNXR63857
35371	MNXR63857
35370	MNXR79426
35377	MNXR65726
35376	MNXR65726
35375	MNXR65726
35374	MNXR63857
35379	MNXR65727
35378	MNXR65726
GAM6Pt	MNXR2542
BS369772	MNXR58067
BS369776	MNXR72347
BS369775	MNXR10964
rxn09274	MNXR4963
rxn09275	MNXR4962
BS384150	MNXR6735
25905	MNXR8900
25904	MNXR8900
25907	MNXR8900
25906	MNXR8900
25901	MNXR36673
25900	MNXR36673
25903	MNXR36673
25902	MNXR36673
REACT_93443	MNXR78435
REACT_93442	MNXR78622
25909	MNXR77925
25908	MNXR77925
rxn01596	MNXR14997
BR47932	MNXR8356
BR47933	MNXR71300
BS93977	MNXR35413
BR37129	MNXR1342
BR47930	MNXR8354
rxn04664	MNXR16936
rxn04665	MNXR27535
rxn04666	MNXR79851
rxn04667	MNXR16939
rxn04660	MNXR22679
rxn04661	MNXR8388
rxn04662	MNXR56274
rxn04663	MNXR74895
25729	MNXR26584
rxn04668	MNXR16940
rxn04669	MNXR16941
BS372295	MNXR58297
rxn06297	MNXR49030
rxn06296	MNXR74011
rxn06295	MNXR74010
rxn06294	MNXR26440
rxn06293	MNXR61481
BR47934	MNXR8358
rxn06291	MNXR26469
BS386477	MNXR72947
REACT_159370	MNXR78268
rxn06299	MNXR70904
rxn06298	MNXR74012
BR40553	MNXR5740
BR40552	MNXR3495
BR40555	MNXR70993
BR40554	MNXR70992
BR40557	MNXR7607
BR40556	MNXR7606
BR40559	MNXR3839
BR40558	MNXR949
rxn11634	MNXR80717
REACT_34807	MNXR78439
REACT_34800	MNXR1037
REACT_34802	MNXR5137
REACT_34803	MNXR78229
BS407127	MNXR13652
16197	MNXR5688
BS407126	MNXR13651
BS407125	MNXR13649
DIHYDROPYRIMIDINASE-RXN	MNXR1580
BS407123	MNXR13648
BS407122	MNXR13647
BS407121	MNXR73278
2.4.1.102-RXN	MNXR75991
CPC4MT	MNXR68568
REACT_11102	MNXR78323
5MTHFt	MNXR281
REACT_120854	MNXR1926
REACT_120855	MNXR78727
REACT_120852	MNXR78788
CHATn	MNXR1140
PREPTHS2	MNXR4431
BS355932	MNXR10575
BS355933	MNXR10576
BS355930	MNXR57929
BR48384	MNXR8589
BR48385	MNXR71403
BR48386	MNXR4944
BR48387	MNXR8591
BR48380	MNXR8587
BR48381	MNXR8588
PMTCOAtx	MNXR4358
BR48383	MNXR4073
REACT_121183	MNXR78521
REACT_121182	MNXR78815
REACT_121181	MNXR78521
RXN1F-167	MNXR59781
REACT_121187	MNXR78308
REACT_128677	MNXR6164
RXN1F-162	MNXR60073
RXN1F-163	MNXR60074
FEOXAMexs	MNXR68992
REACT_99298	MNXR70811
REACT_87320	MNXR78274
BS374987	MNXR8743
REACT_81061	MNXR78294
12827	MNXR8033
rxn01908	MNXR8368
rxn01909	MNXR70223
rxn01906	MNXR54915
biomass_SA_4a	MNXR70090
rxn11633	MNXR76598
rxn01905	MNXR59379
rxn01902	MNXR15084
rxn01903	MNXR4149
rxn01900	MNXR7237
BS374983	MNXR72624
REACT_85782	MNXR78412
3OAR161	MNXR191
BS374980	MNXR58311
HOPNTAL	MNXR2997
REACT_34277	MNXR78380
REACT_84432	MNXR25171
UER00287	MNXR558
UER00284	MNXR778
UER00285	MNXR6639
UER00282	MNXR4831
UER00283	MNXR32394
UER00280	MNXR4763
UER00281	MNXR32423
UER00288	MNXR3986
UER00289	MNXR4517
rxn07504	MNXR75142
rxn07505	MNXR75143
rxn07506	MNXR75144
rxn07507	MNXR75145
rxn07500	MNXR80312
rxn07501	MNXR80313
rxn07502	MNXR17467
rxn07503	MNXR17468
rxn07508	MNXR17473
REACT_83154	MNXR78466
BR40392	MNXR70946
NTP8	MNXR69561
NTP9	MNXR55791
1.8.4.13-RXN	MNXR8684
NTP2	MNXR55785
NTP3	MNXR69558
NTP1	MNXR892
NTP6	MNXR69560
NTP7	MNXR69527
NTP4	MNXR69559
NTP5	MNXR55788
REACT_147288	MNXR1099
AM4PA	MNXR68347
25652	MNXR8879
2.7.11.9-RXN	MNXR19576
RXN1G-473	MNXR24537
RXN1G-472	MNXR24536
RXN1G-471	MNXR64064
RXN1G-470	MNXR24534
RXN1G-474	MNXR24538
rxn12623	MNXR29566
rxn12622	MNXR29565
rxn12621	MNXR80871
rxn12620	MNXR80870
BR49813	MNXR57589
BR49812	MNXR9574
BR49811	MNXR9573
12997	MNXR7763
12998	MNXR7763
12999	MNXR7763
rxn12629	MNXR80874
rxn12628	MNXR67804
BR49819	MNXR9580
BR49818	MNXR19021
REACT_96466	MNXR78233
ARACHIDONATE--COA-LIGASE-RXN	MNXR2023
REACT_96463	MNXR4978
UCR02065	MNXR71200
16448	MNXR71422
UCR02060	MNXR4183
UCR02061	MNXR55435
TARTRATE-DEHYDROGENASE-RXN	MNXR16467
REACT_83155	MNXR78524
REACT_96757	MNXR68268
BS93122	MNXR73553
REACT_100649	MNXR78294
15418	MNXR8606
PVD3	MNXR55869
REACT_114242	MNXR78634
15414	MNXR4981
15415	MNXR4981
15416	MNXR4981
15417	MNXR8606
REACT_114248	MNXR78718
15413	MNXR4981
REACT_137168	MNXR78861
16445	MNXR71422
33422	MNXR61299
REACT_110033	MNXR2984
CYPRIDINA-LUCIFERIN-2-MONOOXYGENASE-RXN	MNXR7536
UBIQUITIN--CALMODULIN-LIGASE-RXN	MNXR24855
rxn08595	MNXR69110
REACT_126848	MNXR78751
REACT_126846	MNXR3390
REACT_126844	MNXR78845
REACT_126843	MNXR78729
REACT_97521	MNXR78476
REACT_126840	MNXR78926
REACT_89347	MNXR78567
REACT_130307	MNXR78675
REACT_89343	MNXR78309
REACT_89342	MNXR345
REACT_145162	MNXR25515
REACT_97735	MNXR68280
1.10.2.1-RXN	MNXR75893
REACT_97730	MNXR78411
REACT_82495	MNXR78544
REACT_82493	MNXR78426
REACT_82490	MNXR78273
REACT_82491	MNXR5910
HACD1i	MNXR2899
HACD1m	MNXR2899
HSD11B2r	MNXR3027
HACD1x	MNXR2899
REACT_146327	MNXR61528
LCAD	MNXR3204
FTRMBARK-RXN	MNXR76302
UDPDOLPT_U	MNXR70023
UDPDOLPT_L	MNXR70022
33426	MNXR64203
22644	MNXR9729
1.3.7.5-RXN	MNXR70930
BETA-PHOSPHOGLUCOMUTASE-RXN	MNXR6562
REACT_140539	MNXR78791
BR36978	MNXR70890
BR36979	MNXR70891
BR36972	MNXR70888
BR36973	MNXR7354
BR36970	MNXR7352
BR36971	MNXR69188
BR36976	MNXR70889
BR36977	MNXR26467
REACT_121159	MNXR78775
BS375307	MNXR11651
11411	MNXR70702
11412	MNXR55638
11413	MNXR55638
11414	MNXR55638
11415	MNXR55638
11416	MNXR7836
11417	MNXR7836
11418	MNXR7836
11419	MNXR7836
BS375309	MNXR34806
BS375308	MNXR11652
RXN-14209	MNXR14923
RXN-14208	MNXR77434
P45046A1r	MNXR17195
RXN-14205	MNXR77433
RXN-14204	MNXR69089
RXN-14207	MNXR59293
RXN-14206	MNXR69707
RXN-14201	MNXR2840
RXN-14200	MNXR71869
RXN-14203	MNXR14875
LPPGS	MNXR3325
REACT_107509	MNXR64368
RXN-8712	MNXR23411
REACT_113563	MNXR24959
REACT_107501	MNXR78372
REACT_107500	MNXR2865
26555	MNXR8698
BS370870	MNXR32767
BS370876	MNXR72538
BS370877	MNXR72539
BS370874	MNXR8404
BS370875	MNXR72537
BS370879	MNXR70930
RXN-11581	MNXR62406
RXN-11580	MNXR57360
RXN-11583	MNXR71612
RXN-11582	MNXR57383
RXN-11585	MNXR71611
RXN-11584	MNXR57385
RXN-11587	MNXR62407
RXN-11586	MNXR21575
RXN-11589	MNXR62409
RXN-11588	MNXR62408
BS360469	MNXR72219
REACT_153541	MNXR78739
REACT_152639	MNXR79052
REACT_152636	MNXR78976
REACT_152635	MNXR79045
REACT_152632	MNXR78404
FACOAL40im	MNXR2039
REACT_152630	MNXR78426
FBP	MNXR68950
12DGR120tipp	MNXR7
BS322845	MNXR72097
REACT_140814	MNXR78845
REACT_94414	MNXR78450
REACT_94416	MNXR592
REACT_94412	MNXR78252
rxn03179	MNXR79675
RXN00517	MNXR5687
BS407386	MNXR13790
BS407385	MNXR11954
BS407384	MNXR73322
12147	MNXR74891
12146	MNXR74891
REACT_162139	MNXR79130
REACT_162138	MNXR1037
BS407388	MNXR13791
rxn03672	MNXR27346
