Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
R00679	L-tryptophan:oxygen 2-oxidoreductase (decarboxylating)	-1000.0	1.0 o2_c + 1.0 trp_DASH_L_c -> 1.0 h2o_c + 1.0 co2_c + 1.0 iad_c	( SVEN_RS05105 )	rn00380 Tryptophan metabolism
R06366	Aldehyde:NAD+ oxidoreductase	-1000.0	1.0 pylald_c + 1.0 h2o_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 peracd_c + 2.0 h_c	( SVEN_RS17835 )	rn00903 Limonene and pinene degradation
R06363	Penicillin hydrolase	-1000.0	1.0 h2o_c + 1.0 C00395_c -> 1.0 C06567_c	( SVEN_RS01450 or SVEN_RS00395 or SVEN_RS26415 or SVEN_RS06310 or SVEN_RS14765 )	rn00311 Penicillin and cephalosporin biosynthesis
R06361	Acyl-CoA:isopenicillin N N-acyltransferase	-1000.0	1.0 L2aadp_c + 1.0 coa_c + 1.0 h_c + 1.0 C00395_c -> 1.0 h2o_c + 1.0 acoa_c + 1.0 C05557_c	( SVEN_RS00190 )	rn00311 Penicillin and cephalosporin biosynthesis
R01736	(R)-S-Lactoylglutathione hydrolase	-1000.0	1.0 lac_DASH_D_c + 1.0 gthrd_c + 1.0 h_c -> 1.0 h2o_c + 1.0 lgt_DASH_S_c	( SVEN_RS05400 )	rn00620 Pyruvate metabolism
R04435	phosphoenolpyruvate:N-acetyl-D-mannosamine-6-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming);	-1000.0	1.0 pep_c + 1.0 h2o_c + 1.0 acmanap_c -> 1.0 acnamp_c + 1.0 pi_c	( SVEN_RS22590 )	rn00520 Amino sugar and nucleotide sugar metabolism
R07940	R07940	-1000.0	1.0 C13747_c -> 1.0 C16365_c	( SVEN_RS36435 or SVEN_RS11535 or SVEN_RS27220 )	rn00232 Caffeine metabolism
R06411	3-hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA hydro-lyase	-1000.0	1.0 c2m26dcoa_c + 1.0 h2o_c -> 1.0 3h26dm5coa_c	( SVEN_RS28785 or SVEN_RS02310 or SVEN_RS27670 or SVEN_RS15340 or SVEN_RS08145 or SVEN_RS01330 or SVEN_RS00115 )	rn00903 Limonene and pinene degradation
R06412	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase	-1000.0	1.0 h2o_c + 1.0 t2m26dcoa_c -> 1.0 3h26dm5coa_c	( SVEN_RS28785 or SVEN_RS02310 or SVEN_RS27670 or SVEN_RS15340 or SVEN_RS08145 or SVEN_RS01330 or SVEN_RS00115 )	rn00903 Limonene and pinene degradation
R00031	1,2-benzenediol:oxygen oxidoreductase	-1000.0	1.0 o2_c + 2.0 tyr_DASH_L_c -> 2.0 34dhphe_c	( SVEN_RS33880 )	rn00350 Tyrosine metabolism
R04027	primary-amine oxidase	-1000.0	1.0 h2o2_c + 1.0 1mpyr_c + 1.0 nh4_c -> 1.0 nmptrc_c + 1.0 o2_c	( SVEN_RS29280 )	rn00960 Tropane, piperidine and pyridine alkaloid biosynthesis
R03096	Indole-3-acetamide amidohydrolase	-1000.0	1.0 h2o_c + 1.0 iad_c -> 1.0 ind3ac_c + 1.0 nh4_c	( SVEN_RS28565 )	rn00380 Tryptophan metabolism
R01602	D-glucose 1-epimerase	-1000.0	1.0 C00221_c -> 1.0 14glun_c	( SVEN_RS16890 or SVEN_RS33300 )	rn00010 Glycolysis / Gluconeogenesis
R03158	R03158	-1000.0	1.0 3hpp_c + 1.0 coa_c + 1.0 h_c -> 1.0 3hpcoa_c + 1.0 h2o_c	( SVEN_RS00970 or SVEN_RS27660 )	rn00410 beta-Alanine metabolism
R05820	protein-N(pi)-phosphohistidine:D-sorbitol 6-phosphotransferase	-1000.0	1.0 C04261_c + 1.0 sbt_DASH_D_c -> 1.0 sbt6p_c + 1.0 C00615_c	( SVEN_RS20130 or SVEN_RS04730 )	rn00051 Fructose and mannose metabolism
R00212	Acetyl-CoA:formate C-acetyltransferase	-1000.0	1.0 pyr_c + 1.0 coa_c -> 1.0 for_c + 1.0 accoa_c	( SVEN_RS15050 )	rn00620 Pyruvate metabolism
R08161	R08161	-1000.0	2.0 h2o_c + 1.0 C16520_c + 1.0 fdxox_c -> 1.0 o2_c + 1.0 C05764_c + 1.0 C00030_c	( SVEN_RS31705 )	rn00061 Fatty acid biosynthesis
R03321	beta-D-Glucose 6-phosphate ketol-isomerase	-1000.0	1.0 f6p_DASH_B_c -> 1.0 g6p_DASH_B_c	( SVEN_RS13675 )	rn00010 Glycolysis / Gluconeogenesis
R03327	17alpha-Hydroxypregnenolone:NAD+ 3-oxidoreductase	-1000.0	1.0 17ahprgstrn_c + 1.0 nadh_c + 1.0 h_c -> 1.0 17ahprgnlone_c + 1.0 nad_c	( SVEN_RS22650 )	rn00140 Steroid hormone biosynthesis
R00927	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase;	-1000.0	1.0 2maacoa_c + 1.0 coa_c -> 1.0 ppcoa_c + 1.0 accoa_c	( SVEN_RS09860 )	rn00280 Valine, leucine and isoleucine degradation
R05220	ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase	-1000.0	1.0 co1dam_c + 1.0 atp_c -> 1.0 adcobdam_c + 1.0 pppi_c	( SVEN_RS24970 )	rn00860 Porphyrin and chlorophyll metabolism
R05226	adenosylcobinamide amidohydrolase	-1000.0	1.0 h2o_c + 1.0 adocbi_c -> 1.0 C03194_c + 1.0 adcobhex_c	( SVEN_RS04510 )	rn00860 Porphyrin and chlorophyll metabolism
R02300	S-Aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)	-1000.0	1.0 h2o_c + 1.0 methf_c -> 1.0 5fthf_c + 1.0 h_c	( SVEN_RS19510 )	rn00670 One carbon pool by folate
R03634	R03634	-1000.0	1.0 raffin_c + 1.0 gal_c -> 1.0 h2o_c + 1.0 C01613_c	( SVEN_RS19195 or SVEN_RS06145 or SVEN_RS33465 or SVEN_RS25890 )	rn00052 Galactose metabolism
R01255	proline racemase	-1000.0	1.0 pro_DASH_D_c -> 1.0 pro_DASH_L_c	( SVEN_RS35315 )	rn00330 Arginine and proline metabolism
R02678	Indole-3-acetaldehyde:NAD+ oxidoreductase	-1000.0	1.0 h2o_c + 1.0 nad_c + 1.0 id3acald_c -> 1.0 nadh_c + 1.0 ind3ac_c + 2.0 h_c	( SVEN_RS17835 )	rn00380 Tryptophan metabolism
R04018	Acylneuraminyl hydrolase	-1000.0	1.0 h2o_c + 1.0 C06128_c -> 1.0 C02686_c + 1.0 acnam_c + 1.0 h_c	( SVEN_RS03720 or SVEN_RS01455 )	rn00600 Sphingolipid metabolism
R00817	Catechol:oxygen 1,2-oxidoreductase(decyclizing)	-1000.0	1.0 ccmuac_c + 2.0 h_c -> 1.0 o2_c + 1.0 catechol_c	( SVEN_RS21230 )	rn00362 Benzoate degradation
R02124	retinol:NAD+ oxidoreductase	-1000.0	1.0 retinal_c + 1.0 nadh_c + 1.0 h_c -> 1.0 retinol_c + 1.0 nad_c	( SVEN_RS09820 )	rn00830 Retinol metabolism
R07003	(1R)-glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)	-1000.0	1.0 onpthl_c + 1.0 gthrd_c -> 1.0 C14793_c	( SVEN_RS06425 or SVEN_RS05560 or SVEN_RS08285 or SVEN_RS29325 or SVEN_RS29785 or SVEN_RS07410 or SVEN_RS02045 or SVEN_RS19065 or SVEN_RS20090 or SVEN_RS30950 or SVEN_RS08445 or SVEN_RS19925 or SVEN_RS00660 or SVEN_RS11900 )	rn00980 Metabolism of xenobiotics by cytochrome P450
R07002	(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)	-1000.0	1.0 C14786_c + 1.0 gthrd_c -> 1.0 C14791_c	( SVEN_RS06425 or SVEN_RS05560 or SVEN_RS08285 or SVEN_RS29325 or SVEN_RS29785 or SVEN_RS07410 or SVEN_RS02045 or SVEN_RS19065 or SVEN_RS20090 or SVEN_RS30950 or SVEN_RS08445 or SVEN_RS19925 or SVEN_RS00660 or SVEN_RS11900 )	rn00980 Metabolism of xenobiotics by cytochrome P450
R07004	(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutathione-lyase (epoxide-forming)	-1000.0	1.0 onpthl_c + 1.0 gthrd_c -> 1.0 C14792_c	( SVEN_RS06425 or SVEN_RS05560 or SVEN_RS08285 or SVEN_RS29325 or SVEN_RS29785 or SVEN_RS07410 or SVEN_RS02045 or SVEN_RS19065 or SVEN_RS20090 or SVEN_RS30950 or SVEN_RS08445 or SVEN_RS19925 or SVEN_RS00660 or SVEN_RS11900 )	rn00980 Metabolism of xenobiotics by cytochrome P450
R00811	protein-Npi-phospho-L-histidine:sugar phosphotransferase	-1000.0	1.0 sucr_c + 1.0 C04261_c -> 1.0 suc6p_c + 1.0 C00615_c	( SVEN_RS20130 or SVEN_RS04730 )	rn00500 Starch and sucrose metabolism
R03024	4-Nitrophenyl phosphate phosphohydrolase	-1000.0	1.0 h2o_c + 1.0 C03360_c -> 1.0 pi_c + 1.0 h_c + 1.0 4nph_c	( SVEN_RS25685 or SVEN_RS36275 or SVEN_RS07875 )	rn00627 Aminobenzoate degradation
R03184	L-gulono-1,4-lactone:oxygen 2-oxidoreductase	-1000.0	1.0 o2_c + 1.0 gullac_c -> 1.0 C03289_c + 1.0 h2o2_c	( SVEN_RS05870 )	rn00053 Ascorbate and aldarate metabolism
R09323	R09323	-1000.0	1.0 h2o_c + 1.0 G13057_c -> 1.0 acgam_c + 1.0 G13058_c	( SVEN_RS12005 )	rn00513 Various types of N-glycan biosynthesis
R05708	N6-dimethylallyladenine:(acceptor) oxidoreductase	-1000.0	1.0 ade_c + 1.0 C15604_c + 1.0 C00030_c -> 1.0 h2o_c + 1.0 C04083_c + 1.0 fdxox_c	( SVEN_RS06915 or SVEN_RS11345 or SVEN_RS27455 )	rn00908 Zeatin biosynthesis
R00439	polyribonucleotide:phosphate guanylyltransferase	-1000.0	1.0 pi_c -> 1.0 C00046_c + 1.0 gdp_c	( SVEN_RS26730 )	rn00230 Purine metabolism
R00438	polyribonucleotide:phosphate uridylyltransferase	-1000.0	1.0 pi_c -> 1.0 C00046_c + 1.0 udp_c	( SVEN_RS26730 )	rn00240 Pyrimidine metabolism
R05570	protein-N(pi)-phosphohistidine:galactitol 1-phosphotransferase	-1000.0	1.0 galt_c + 1.0 C04261_c -> 1.0 galt1p_c + 1.0 C00615_c	( SVEN_RS20130 or SVEN_RS04730 )	rn00052 Galactose metabolism
R00435	ATP:polynucleotide adenylyltransferase;	-1000.0	1.0 ppi_c -> 1.0 C00046_c + 1.0 atp_c	( SVEN_RS21575 or SVEN_RS21570 or SVEN_RS21885 or SVEN_RS05240 )	rn00230 Purine metabolism
R00434	GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)	-1000.0	1.0 ppi_c + 1.0 35cgmp_c -> 1.0 gtp_c	( SVEN_RS17925 )	rn00230 Purine metabolism
R00437	polyribonucleotide:phosphate adenylyltransferase	-1000.0	1.0 pi_c -> 1.0 C00046_c + 1.0 adp_c	( SVEN_RS26730 )	rn00230 Purine metabolism
R01678	Lactose galactohydrolase	-1000.0	1.0 lcts_c + 1.0 h2o_c -> 1.0 gal_c + 1.0 14glun_c	( SVEN_RS32735 )	rn00052 Galactose metabolism
R07379	plasmenylethanolamine 2-acylhydrolase	-1000.0	1.0 C04635_c + 1.0 C02403_c -> 1.0 h2o_c + 1.0 C04756_c	( SVEN_RS05130 or SVEN_RS31995 or SVEN_RS14460 or SVEN_RS04870 or SVEN_RS00365 or SVEN_RS32785 or SVEN_RS04125 or SVEN_RS13990 or SVEN_RS10865 or SVEN_RS20630 or SVEN_RS32725 )	rn00565 Ether lipid metabolism
R02957	D-Glucuronolactone:NAD+ oxidoreductase	-1000.0	1.0 nadh_c + 3.0 h_c + 1.0 glcr_c -> 2.0 h2o_c + 1.0 glac_c + 1.0 nad_c	( SVEN_RS17835 )	rn00053 Ascorbate and aldarate metabolism
R07988	malonyl-CoA:caffeoyl-CoA malonyltransferase (cyclizing)	-1000.0	3.0 malcoa_c + 1.0 caffcoa_c + 3.0 h_c -> 3.0 co2_c + 4.0 coa_c + 1.0 C15525_c	( SVEN_RS02360 )	rn00941 Flavonoid biosynthesis
R07989	malonyl-CoA:feruloyl-CoA malonyltransferase (cyclizing)	-1000.0	3.0 malcoa_c + 3.0 h_c + 1.0 ferulcoa_c -> 1.0 C16405_c + 3.0 co2_c + 4.0 coa_c	( SVEN_RS02360 )	rn00941 Flavonoid biosynthesis
R04470	Digalactosyl-diacylglycerol galactohydrolase	-1000.0	1.0 h2o_c + 1.0 C06037_c -> 1.0 C03692_c + 1.0 gal_c	( SVEN_RS19195 or SVEN_RS06145 or SVEN_RS33465 or SVEN_RS25890 )	rn00561 Glycerolipid metabolism
R06513	dTDPglucose 4,6-hydro-lyase	-1000.0	1.0 h2o_c + 1.0 C11907_c -> 1.0 dtdpglu_c	( SVEN_RS31220 )	rn00521 Streptomycin biosynthesis
R06514	dTDP-4-dehydro-6-deoxy-alpha-D-glucose 3,5-epimerase;	-1000.0	1.0 C11907_c -> 1.0 dtdp4d6dm_c	( SVEN_RS29760 )	rn00521 Streptomycin biosynthesis
R07987	malonyl-CoA:cinnamoyl-CoA malonyltransferase (cyclizing)	-1000.0	3.0 malcoa_c + 3.0 h_c + 1.0 C16256_c -> 1.0 C16404_c + 3.0 co2_c + 4.0 coa_c	( SVEN_RS02360 )	rn00941 Flavonoid biosynthesis
R05551	R05551	-1000.0	1.0 h2o_c + 1.0 aa_c -> 1.0 acryl_c + 1.0 nh4_c	( SVEN_RS28565 )	rn00643 Styrene degradation
R07895	R07895	-1000.0	1.0 C16334_c + 1.0 coa_c -> 1.0 C16335_c + 1.0 accoa_c	( SVEN_RS09860 )	rn00592 alpha-Linolenic acid metabolism
R03296	trans-4-Hydroxy-L-proline 2-epimerase	-1000.0	1.0 C03440_c -> 1.0 4hpro_DASH_LT_c	( SVEN_RS35370 )	rn00330 Arginine and proline metabolism
R01103	Raffinose galactohydrolase	-1000.0	1.0 raffin_c + 1.0 h2o_c -> 1.0 sucr_c + 1.0 gal_c	( SVEN_RS19195 or SVEN_RS06145 or SVEN_RS33465 or SVEN_RS25890 )	rn00052 Galactose metabolism
R00647	R00647	-1000.0	1.0 ascb_DASH_L_c + 1.0 h_c -> 1.0 C03289_c	( SVEN_RS05870 )	rn00053 Ascorbate and aldarate metabolism
R02780	R02780	-1000.0	1.0 tre_c + 1.0 C04261_c -> 1.0 tre6p_c + 1.0 C00615_c	( SVEN_RS20130 or SVEN_RS04730 )	rn00500 Starch and sucrose metabolism
R07899	R07899	-1000.0	1.0 coa_c + 1.0 C16338_c -> 1.0 accoa_c + 1.0 C16339_c	( SVEN_RS09860 )	rn00592 alpha-Linolenic acid metabolism
R09955	5-androstene-3,17-dione delta5-delta4-isomerase	-1000.0	1.0 andrstndn_c -> 1.0 C20252_c	( SVEN_RS22650 )	rn00984 Steroid degradation
R04379	5-Carboxymethyl-2-hydroxymuconate delta2,delta4-2-oxo,delta3-isomerase	-1000.0	1.0 C04186_c -> 1.0 C04052_c	( SVEN_RS25985 )	rn00350 Tyrosine metabolism
R02439	ATP:L-ribulose 5-phosphotransferase	-1000.0	1.0 ru5p_DASH_L_c + 1.0 h_c + 1.0 adp_c -> 1.0 rbl_DASH_L_c + 1.0 atp_c	( SVEN_RS33325 )	rn00040 Pentose and glucuronate interconversions
R07859	R07859	-1000.0	1.0 pc_SC_c + 1.0 h2o_c -> 1.0 C04230_c + 1.0 lnlnca_c	( SVEN_RS05130 or SVEN_RS31995 or SVEN_RS14460 or SVEN_RS04870 or SVEN_RS00365 or SVEN_RS32785 or SVEN_RS04125 or SVEN_RS13990 or SVEN_RS10865 or SVEN_RS20630 or SVEN_RS32725 )	rn00592 alpha-Linolenic acid metabolism
R05850	L-ribulose-5-phosphate 4-epimerase	-1000.0	1.0 xu5p_DASH_D_c -> 1.0 ru5p_DASH_L_c	( SVEN_RS33335 )	rn00040 Pentose and glucuronate interconversions
R02065	geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase	-1000.0	1.0 ppi_c + 1.0 C03427_c -> 2.0 ggdp_c	( SVEN_RS31945 or SVEN_RS31940 )	rn00906 Carotenoid biosynthesis
R00829	succinyl-CoA:acetyl-CoA C-acyltransferase;	-1000.0	1.0 coa_c + 1.0 oxadpcoa_c -> 1.0 succoa_c + 1.0 accoa_c	( SVEN_RS09860 )	rn00360 Phenylalanine metabolism
R07070	2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene glutathione-lyase (epoxide-forming)	-1000.0	1.0 gthrd_c + 1.0 C14840_c -> 1.0 C14848_c	( SVEN_RS06425 or SVEN_RS05560 or SVEN_RS08285 or SVEN_RS29325 or SVEN_RS29785 or SVEN_RS07410 or SVEN_RS02045 or SVEN_RS19065 or SVEN_RS20090 or SVEN_RS30950 or SVEN_RS08445 or SVEN_RS19925 or SVEN_RS00660 or SVEN_RS11900 )	rn00980 Metabolism of xenobiotics by cytochrome P450
R07071	bromobenzene-3,4-oxide hydrolase	-1000.0	1.0 h2o_c + 1.0 C14839_c -> 1.0 C14844_c	( SVEN_RS16500 )	rn00980 Metabolism of xenobiotics by cytochrome P450
R07072	bromobenzene-2,3-oxide hydrolase	-1000.0	1.0 h2o_c + 1.0 C14840_c -> 1.0 C14842_c	( SVEN_RS16500 )	rn00980 Metabolism of xenobiotics by cytochrome P450
R01519	D-Glucono-1,5-lactone lactonohydrolase	-1000.0	1.0 C00198_c + 1.0 h2o_c -> 1.0 glcn_c + 1.0 h_c	( SVEN_RS32900 )	rn00030 Pentose phosphate pathway
R00988	N-Formylanthranilate amidohydrolase	-1000.0	1.0 nformanth_c + 1.0 h2o_c -> 1.0 anth_c + 1.0 h_c + 1.0 for_c	( SVEN_RS21005 )	rn00380 Tryptophan metabolism
R01459	Cholesterol:oxygen oxidoreductase	-1000.0	1.0 o2_c + 1.0 chsterol_c -> 1.0 h2o2_c + 1.0 C00599_c	( SVEN_RS01045 )	rn00984 Steroid degradation
R01104	Galactosylglycerol galactohydrolase	-1000.0	1.0 h2o_c + 1.0 ggl_c -> 1.0 gal_c + 1.0 glyc_c	( SVEN_RS19195 or SVEN_RS06145 or SVEN_RS33465 or SVEN_RS25890 )	rn00052 Galactose metabolism
R01105	Galactan galactohydrolase	-1000.0	1.0 h2o_c -> 1.0 C05796_c + 1.0 gal_c	( SVEN_RS32735 )	rn00052 Galactose metabolism
R02738	protein-N(pi)-phosphohistidine:D-glucose 6-phosphotransferase	-1000.0	1.0 glc_DASH_D_c + 1.0 C04261_c -> 1.0 C00615_c + 1.0 C00668_c	( SVEN_RS20130 or SVEN_RS04730 )	rn00010 Glycolysis / Gluconeogenesis
R02739	alpha-D-Glucose 6-phosphate ketol-isomerase	-1000.0	1.0 C00668_c -> 1.0 g6p_DASH_B_c	( SVEN_RS13675 )	rn00010 Glycolysis / Gluconeogenesis
R04204	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase	-1000.0	1.0 2mb2coa_c + 1.0 h2o_c -> 1.0 3hmbcoa_c	( SVEN_RS28785 or SVEN_RS02310 or SVEN_RS27670 or SVEN_RS15340 or SVEN_RS08145 or SVEN_RS01330 or SVEN_RS00115 )	rn00280 Valine, leucine and isoleucine degradation
R03522	RX:glutathione R-transferase	-1000.0	1.0 C02320_c + 1.0 C00462_c -> 1.0 C01322_c + 1.0 gthrd_c	( SVEN_RS06425 or SVEN_RS05560 or SVEN_RS08285 or SVEN_RS29325 or SVEN_RS29785 or SVEN_RS07410 or SVEN_RS02045 or SVEN_RS19065 or SVEN_RS20090 or SVEN_RS30950 or SVEN_RS08445 or SVEN_RS19925 or SVEN_RS00660 or SVEN_RS11900 )	rn00480 Glutathione metabolism
R02088	2'-deoxyadenosine 5'-monophosphate phosphohydrolase	-1000.0	1.0 damp_c + 1.0 h2o_c -> 1.0 pi_c + 1.0 dad_DASH_2_c	( SVEN_RS30080 )	rn00230 Purine metabolism
R02089	ATP:deoxyadenosine 5'-phosphotransferase	-1000.0	1.0 damp_c + 1.0 h_c + 1.0 adp_c -> 1.0 atp_c + 1.0 dad_DASH_2_c	( SVEN_RS02795 )	rn00230 Purine metabolism
R00262	L-threo-3-methylaspartate carboxy-aminomethylmutase	-1000.0	1.0 glu_DASH_L_c -> 1.0 C03618_c	( SVEN_RS29825 )	rn00630 Glyoxylate and dicarboxylate metabolism
R02085	(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)	-1000.0	1.0 3mgcoa_c + 1.0 h2o_c -> 1.0 hmgcoa_c	( SVEN_RS22845 )	rn00280 Valine, leucine and isoleucine degradation
R00264	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	-1000.0	1.0 h2o_c + 1.0 nadp_c + 1.0 C00433_c -> 1.0 akg_c + 1.0 nadph_c + 2.0 h_c	( SVEN_RS17835 )	rn00040 Pentose and glucuronate interconversions
R02023	2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	-1000.0	1.0 trdox_c + 1.0 dutp_c + 1.0 h2o_c -> 1.0 utp_c + 1.0 trdrd_c	( SVEN_RS15050 )	rn00240 Pyrimidine metabolism
R02080	3,4-Dihydroxy-L-phenylalanine carboxy-lyase	-1000.0	1.0 34dhphe_c + 1.0 h_c -> 1.0 co2_c + 1.0 dopa_c	( SVEN_RS03080 )	rn00350 Tyrosine metabolism
R02240	ATP:1,2-diacylglycerol 3-phosphotransferase	-1000.0	1.0 C00416_c + 1.0 h_c + 1.0 adp_c -> 1.0 atp_c + 1.0 12dgr_EC_c	( SVEN_RS24355 )	rn00561 Glycerolipid metabolism
R02241	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	-1000.0	1.0 C00416_c + 1.0 coa_c -> 1.0 acoa_c + 1.0 1ag3p_SC_c	( SVEN_RS26060 or SVEN_RS00905 )	rn00561 Glycerolipid metabolism
R00183	adenosine 5'-monophosphate phosphohydrolase	-1000.0	1.0 pi_c + 1.0 adn_c -> 1.0 h2o_c + 1.0 amp_c	( SVEN_RS30080 )	rn00230 Purine metabolism
R07671	R07671	-1000.0	1.0 ascb6p_c + 1.0 C00615_c -> 1.0 ascb_DASH_L_c + 1.0 C04261_c	( SVEN_RS20130 or SVEN_RS04730 )	rn00053 Ascorbate and aldarate metabolism
R01206	[1,4-(N-Acetyl-beta-D-glucosaminyl)]n glycanohydrolase	-1000.0	1.0 h2o_c -> 1.0 acgam_c + 1.0 chtn_c	( SVEN_RS23205 or SVEN_RS24950 or SVEN_RS16750 or SVEN_RS35225 or SVEN_RS05065 or SVEN_RS26490 or SVEN_RS23545 or SVEN_RS12750 or SVEN_RS02755 or SVEN_RS12830 )	rn00520 Amino sugar and nucleotide sugar metabolism
R10120	3-hydroxypimeloyl-[acp]-methyl-ester:NADP+ oxidoreductase	-1000.0	1.0 C20376_c + 1.0 nadph_c + 1.0 h_c -> 1.0 C20377_c + 1.0 nadp_c	( SVEN_RS01640 or SVEN_RS06285 or SVEN_RS08185 or SVEN_RS07570 or SVEN_RS16775 or SVEN_RS11220 or SVEN_RS08225 or SVEN_RS07515 or SVEN_RS00540 or SVEN_RS29145 )	rn00780 Biotin metabolism
R06917	1-hydroxymethylnaphthalene:NAD+ oxidoreductase	-1000.0	1.0 nadh_c + 1.0 h_c + 1.0 C14090_c -> 1.0 C14089_c + 1.0 nad_c	( SVEN_RS09820 )	rn00626 Naphthalene degradation
R01194	3-O-alpha-D-Galactosyl-1D-myo-inositol galactohydrolase;	-1000.0	1.0 1Dgali_c + 1.0 h2o_c -> 1.0 gal_c + 1.0 inost_c	( SVEN_RS19195 or SVEN_RS06145 or SVEN_RS33465 or SVEN_RS25890 )	rn00052 Galactose metabolism
R01968	2'-deoxyguanosine 5'-monophosphate phosphohydrolase	-1000.0	1.0 h2o_c + 1.0 dgmp_c -> 1.0 dgsn_c + 1.0 pi_c	( SVEN_RS30080 )	rn00230 Purine metabolism
R02014	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase	-1000.0	1.0 trdrd_c + 1.0 atp_c -> 1.0 datp_c + 1.0 trdox_c + 1.0 h2o_c	( SVEN_RS15050 )	rn00230 Purine metabolism
R08306	2-phenyl-1,3-propanediol monocarbamate:NAD+ oxidoreductase	-1000.0	1.0 nadh_c + 1.0 h_c + 1.0 C16587_c -> 1.0 nad_c + 1.0 C16586_c	( SVEN_RS09820 )	rn00982 Drug metabolism - cytochrome P450
R01804	phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)	-1000.0	1.0 pep_c + 1.0 h2o_c + 1.0 acmana_c -> 1.0 pi_c + 1.0 acnam_c	( SVEN_RS22590 )	rn00520 Amino sugar and nucleotide sugar metabolism
R09397	GTP:2-phospho-L-lactate guanylyltransferase	-1000.0	1.0 2plac_DASH_L_c + 1.0 gtp_c + 1.0 h_c -> 1.0 ppi_c + 1.0 lppg_c	( SVEN_RS32255 or SVEN_RS26055 )	rn00680 Methane metabolism
R04858	S-adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase	-1000.0	1.0 dna5mtc_c + 1.0 ahcys_c + 1.0 h_c -> 1.0 amet_c + 1.0 C00856_c	( SVEN_RS27755 )	rn00270 Cysteine and methionine metabolism
R04533	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	-1000.0	1.0 actACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 C04618_c	( SVEN_RS01640 or SVEN_RS06285 or SVEN_RS08185 or SVEN_RS07570 or SVEN_RS16775 or SVEN_RS11220 or SVEN_RS08225 or SVEN_RS07515 or SVEN_RS00540 or SVEN_RS29145 )	rn00061 Fatty acid biosynthesis
R07670	beta-2,3,4,5,6-Pentachlorocyclohexanol halidohydrolase	-1000.0	1.0 C16181_c + 1.0 h2o_c -> 1.0 C16182_c + 1.0 h_c + 1.0 cl_c	( SVEN_RS29295 )	rn00361 Chlorocyclohexane and chlorobenzene degradation
R00135	R00135	-1000.0	1.0 h2o_c -> 1.0 pepd_c + 1.0 pro_DASH_L_c	( SVEN_RS18780 )	rn00330 Arginine and proline metabolism
R03980	Estrone 3-sulfate sulfohydrolase	-1000.0	1.0 estrone_c + 1.0 h_c + 1.0 so4_c -> 1.0 estrones_c + 1.0 h2o_c	( SVEN_RS02975 )	rn00140 Steroid hormone biosynthesis
R03982	Pentachlorophenol,NADPH:oxygen oxidoreductase (hydroxylating, dechloronating)	-1000.0	1.0 h2o_c + 1.0 cl_c + 2.0 nadp_c + 1.0 C03434_c -> 1.0 C02575_c + 1.0 o2_c + 2.0 nadph_c	( SVEN_RS34400 )	rn00361 Chlorocyclohexane and chlorobenzene degradation
R02540	2-phenylacetamide amidohydrolase	-1000.0	1.0 pad_c + 1.0 h2o_c -> 1.0 pac_c + 1.0 nh4_c	( SVEN_RS28565 )	rn00360 Phenylalanine metabolism
R05590	Acylamide aminohydrolase	-1000.0	1.0 h2o_c + 1.0 C09815_c -> 1.0 nh4_c + 1.0 bz_c	( SVEN_RS28565 )	rn00627 Aminobenzoate degradation
