Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
ILEabc	L-isoleucine transport via ABC system	0.0	1.0 ile_DASH_L_e + 1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 ile_DASH_L_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS31845 and SAP1_RS31840 and SAP1_RS31835 and SAP1_RS34290 and SAP1_RS31830 and SAP1_RS32110 and SAP1_RS06485 and SAP1_RS13675 and SAP1_RS17485 and SAP1_RS29500 and SAP1_RS31825 and SAP1_RS32105 and SAP1_RS06490) or (SAP1_RS32125 and SAP1_RS32120 and SAP1_RS32115 and SAP1_RS12990 and SAP1_RS34290 and SAP1_RS31830 and SAP1_RS32110 and SAP1_RS05375 and SAP1_RS32105 and SAP1_RS33010 and SAP1_RS06485 and SAP1_RS15560 and SAP1_RS29500 and SAP1_RS32110 and SAP1_RS31825 and SAP1_RS32105 and SAP1_RS06490) or (SAP1_RS27045 and SAP1_RS31830 and SAP1_RS32110 and SAP1_RS32105 and SAP1_RS33010 and SAP1_RS11810 and SAP1_RS06485 and SAP1_RS10380 and SAP1_RS31825 and SAP1_RS32105 and SAP1_RS06490 and SAP1_RS33660 and SCO7183 and SCO7184 and SCO7185))	Transport, Membrane
INDOLEt2r	Indole transport via proton symport, reversible	-1000.0	1.0 indole_e + 1.0 h_e <=> 1.0 h_c + 1.0 indole_c	()	Transport, Membrane
INOSTt4	Na+/myo-inositol symporter	0.0	1.0 inost_e + 1.0 na1_e -> 1.0 na1_c + 1.0 inost_c	(SAP1_RS18545)	Transport, Membrane
INSt2r	inosine transport in via proton symport, reversible	-1000.0	1.0 ins_e + 1.0 h_e <=> 1.0 h_c + 1.0 ins_c	()	Transport, Membrane
LALADGLUt	L-alanyl-D-glutamate transport in via proton symport	0.0	1.0 h_e + 1.0 LalaDglu_e -> 1.0 LalaDglu_c + 1.0 h_c	(SAP1_RS18060)	Transport, Membrane
LCTSabc	Lactose transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 lcts_e -> 1.0 lcts_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS07125 and SAP1_RS05660 and SAP1_RS37420 and SAP1_RS07550 and SAP1_RS09315 and SAP1_RS11825 and SAP1_RS07135 and SAP1_RS05665 and SAP1_RS07130 and SAP1_RS09310 and SAP1_RS37415 and SAP1_RS05670))	Transport, Membrane
LEUabc	L-leucine transport via ABC system	0.0	1.0 h2o_c + 1.0 leu_DASH_L_e + 1.0 atp_c -> 1.0 leu_DASH_L_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS31845 and SAP1_RS31840 and SAP1_RS31835 and SAP1_RS34290 and SAP1_RS31830 and SAP1_RS32110 and SAP1_RS06485 and SAP1_RS13675 and SAP1_RS17485 and SAP1_RS29500 and SAP1_RS31825 and SAP1_RS32105 and SAP1_RS06490) or (SAP1_RS32125 and SAP1_RS32120 and SAP1_RS32115 and SAP1_RS12990 and SAP1_RS34290 and SAP1_RS31830 and SAP1_RS32110 and SAP1_RS05375 and SAP1_RS32105 and SAP1_RS33010 and SAP1_RS06485 and SAP1_RS15560 and SAP1_RS29500 and SAP1_RS32110 and SAP1_RS31825 and SAP1_RS32105 and SAP1_RS06490) or (SAP1_RS27045 and SAP1_RS31830 and SAP1_RS32110 and SAP1_RS32105 and SAP1_RS33010 and SAP1_RS11810 and SAP1_RS06485 and SAP1_RS10380 and SAP1_RS31825 and SAP1_RS32105 and SAP1_RS06490 and SAP1_RS33660 and SCO7183 and SCO7184 and SCO7185))	Transport, Membrane
LIPOt2	Lipoate transport via proton symport	0.0	1.0 lipoate_e + 1.0 h_e -> 1.0 h_c + 1.0 lipoate_c	()	Transport, Membrane
L_DASH_LACt2r	L-lactate reversible transport via proton symport	-1000.0	1.0 h_e + 1.0 lac_DASH_L_e <=> 1.0 lac_DASH_L_c + 1.0 h_c	(SAP1_RS26100)	Transport, Membrane
LYSabc	L-lysine transport via ABC system	0.0	1.0 h2o_c + 1.0 lys_DASH_L_e + 1.0 atp_c -> 1.0 lys_DASH_L_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS27060 and SAP1_RS27055 and SAP1_RS27050 and SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS29090 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS27875 and SAP1_RS18175 and SAP1_RS30505 and SAP1_RS33750 and SAP1_RS16780 and SAP1_RS38120 and SAP1_RS29020 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS36490 and SAP1_RS37140 and SAP1_RS14450 and SAP1_RS15860 and SAP1_RS16360 and SAP1_RS18825 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS16395 and SAP1_RS34590 and SAP1_RS16490 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS10380 and SAP1_RS18285 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS15560 and SAP1_RS32405))	Transport, Membrane
LYSt2	L-lysine transport in via proton symport	0.0	1.0 h_e + 1.0 lys_DASH_L_e -> 1.0 lys_DASH_L_c + 1.0 h_c	(SAP1_RS28065 or SAP1_RS08905 or SAP1_RS26700 or SAP1_RS28010 or SAP1_RS07080)	Transport, Membrane
LYSt3	L-lysine transport out via proton antiport	0.0	1.0 lys_DASH_L_c + 1.0 h_e -> 1.0 h_c + 1.0 lys_DASH_L_e	(SAP1_RS06120)	Transport, Membrane
LYXt2	L-Lyxose transport via proton symport	0.0	1.0 h_e + 1.0 lyx_DASH_L_e -> 1.0 lyx_DASH_L_c + 1.0 h_c	()	Transport, Membrane
MALt2_2	Malate transport via proton symport (2 H)	0.0	2.0 h_e + 1.0 mal_DASH_L_e -> 1.0 mal_DASH_L_c + 2.0 h_c	(SAP1_RS14695)	Transport, Membrane
MALt3	L-malate transport out via proton antiport	0.0	1.0 mal_DASH_L_c + 1.0 h_e -> 1.0 mal_DASH_L_e + 1.0 h_c	()	Transport, Membrane
MALTabc	maltose transport via ABC system	0.0	1.0 h2o_c + 1.0 malt_e + 1.0 atp_c -> 1.0 malt_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS35110 and SAP1_RS30885 and SAP1_RS11825 and SAP1_RS32845 and SAP1_RS15735 and SAP1_RS25775 and SAP1_RS09535 and SAP1_RS30880 and SAP1_RS11300 and SAP1_RS32840 and SAP1_RS09540 and SAP1_RS30875 and SAP1_RS32530 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
MALTHXabc	maltohexaose transport via ABC system	0.0	1.0 h2o_c + 1.0 malthx_e + 1.0 atp_c -> 1.0 pi_c + 1.0 malthx_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS35110 and SAP1_RS30885 and SAP1_RS11825 and SAP1_RS32845 and SAP1_RS15735 and SAP1_RS25775 and SAP1_RS09535 and SAP1_RS30880 and SAP1_RS11300 and SAP1_RS32840 and SAP1_RS09540 and SAP1_RS30875 and SAP1_RS32530 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
MALTPTabc	maltopentaose transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 maltpt_e -> 1.0 maltpt_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS35110 and SAP1_RS30885 and SAP1_RS11825 and SAP1_RS32845 and SAP1_RS15735 and SAP1_RS25775 and SAP1_RS09535 and SAP1_RS30880 and SAP1_RS11300 and SAP1_RS32840 and SAP1_RS09540 and SAP1_RS30875 and SAP1_RS32530 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
MALTTRabc	Maltotriose transport via ABC system	0.0	1.0 malttr_e + 1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 malttr_c + 1.0 adp_c	((SAP1_RS35110 and SAP1_RS30885 and SAP1_RS11825 and SAP1_RS32845 and SAP1_RS15735 and SAP1_RS25775 and SAP1_RS09535 and SAP1_RS30880 and SAP1_RS11300 and SAP1_RS32840 and SAP1_RS09540 and SAP1_RS30875 and SAP1_RS32530 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
MALTTTRabc	maltotetraose transport via ABC system	0.0	1.0 maltttr_e + 1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 maltttr_c	((SAP1_RS35110 and SAP1_RS30885 and SAP1_RS11825 and SAP1_RS32845 and SAP1_RS15735 and SAP1_RS25775 and SAP1_RS09535 and SAP1_RS30880 and SAP1_RS11300 and SAP1_RS32840 and SAP1_RS09540 and SAP1_RS30875 and SAP1_RS32530 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
MANt2	D-mannose transport in via proton symport	0.0	1.0 man_e + 1.0 h_e -> 1.0 h_c + 1.0 man_c	()	Transport, Membrane
MELIBt2	melibiose transport in via symport	0.0	1.0 h_e + 1.0 melib_e -> 1.0 melib_c + 1.0 h_c	()	Transport, Membrane
MELTt2	melibiitol transport in via symport	0.0	1.0 melt_e + 1.0 h_e -> 1.0 h_c + 1.0 melt_c	()	Transport, Membrane
MEOHtr	Methanol reversible transport via diffusion	-1000.0	1.0 meoh_e <=> 1.0 meoh_c	(s0001)	Transport, Membrane
METabc	L-methionine transport via ABC system	0.0	1.0 met_DASH_L_e + 1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 met_DASH_L_c + 1.0 adp_c + 1.0 h_c	((SAP1_RS34970 and SAP1_RS34965 and SAP1_RS34960 and SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS16400 and SAP1_RS29090 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS27875 and SAP1_RS18175 and SAP1_RS30505 and SAP1_RS34570 and SAP1_RS33750 and SAP1_RS16780 and SAP1_RS38120 and SAP1_RS29020 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS01125 and SAP1_RS36490 and SAP1_RS37140 and SAP1_RS15860 and SAP1_RS16360 and SAP1_RS18825 and SAP1_RS18410 and SAP1_RS30695 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS16490 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS32520 and SAP1_RS10380 and SAP1_RS18285 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS15560 and SAP1_RS32405))	Transport, Membrane
MNLabc	mannitol transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 mnl_e -> 1.0 mnl_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS32785 and SAP1_RS32780 and SAP1_RS25770 and SAP1_RS32775 and SAP1_RS15735 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
MNt2	manganese (Mn+2) transport in via proton symport	0.0	1.0 h_e + 1.0 mn2_e -> 1.0 mn2_c + 1.0 h_c	(SCO4993)	Transport, Membrane
N2Ot	nitrious oxide transport via diffusion	-1000.0	1.0 n2o_e <=> 1.0 n2o_c	(s0001)	Transport, Membrane
NMNPt	NMN permease	0.0	1.0 nmn_e -> 1.0 nmn_c	(SAP1_RS35565)	Transport, Membrane
ORNabc	ornithine transport via ABC system	0.0	1.0 h2o_c + 1.0 orn_e + 1.0 atp_c -> 1.0 pi_c + 1.0 orn_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS27060 and SAP1_RS27055 and SAP1_RS27050 and SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS29090 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS27875 and SAP1_RS18175 and SAP1_RS30505 and SAP1_RS33750 and SAP1_RS16780 and SAP1_RS38120 and SAP1_RS29020 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS36490 and SAP1_RS37140 and SAP1_RS14450 and SAP1_RS15860 and SAP1_RS16360 and SAP1_RS18825 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS16395 and SAP1_RS34590 and SAP1_RS16490 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS10380 and SAP1_RS18285 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS15560 and SAP1_RS32405))	Transport, Membrane
OROTt2_2	Orotate transport via proton symport (2 H)	0.0	1.0 orot_e + 2.0 h_e -> 2.0 h_c + 1.0 orot_c	(SAP1_RS14695)	Transport, Membrane
PACALDt2r	phenylacetaldehyde reversible transport via proton symport	-1000.0	1.0 pacald_e + 1.0 h_e <=> 1.0 h_c + 1.0 pacald_c	()	Transport, Membrane
PHEt2r	L-phenylalanine reversible transport via proton symport	-1000.0	1.0 phe_DASH_L_e + 1.0 h_e <=> 1.0 h_c + 1.0 phe_DASH_L_c	(SAP1_RS28065 or SAP1_RS08905 or SAP1_RS26700 or SAP1_RS28010 or SAP1_RS07080)	Transport, Membrane
PNTOt4	Pantothenate sodium symporter	0.0	1.0 pnto_DASH_R_e + 1.0 na1_e -> 1.0 na1_c + 1.0 pnto_DASH_R_c	(SAP1_RS15760)	Transport, Membrane
PPAt4	Na+/Propionate symporter	0.0	1.0 ppa_e + 1.0 na1_e -> 1.0 ppa_c + 1.0 na1_c	(SAP1_RS15760)	Transport, Membrane
PROabc	L-proline transport via ABC system	0.0	1.0 h2o_c + 1.0 pro_DASH_L_e + 1.0 atp_c -> 1.0 pro_DASH_L_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS27875 and SAP1_RS18175 and SAP1_RS30505 and SAP1_RS33750 and SAP1_RS07480 and SAP1_RS16780 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS07200 and SAP1_RS33010 and SAP1_RS37140 and SAP1_RS15860 and SAP1_RS16360 and SAP1_RS18825 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS16395 and SAP1_RS34590 and SAP1_RS16490 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS32520 and SAP1_RS10380 and SAP1_RS18285 and SAP1_RS17815 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560 and SAP1_RS32405 and SAP1_RS34595 and SAP1_RS17810 and SAP1_RS17805) or (SAP1_RS34595 and SAP1_RS17810 and SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS27875 and SAP1_RS18175 and SAP1_RS30505 and SAP1_RS33750 and SAP1_RS07480 and SAP1_RS16780 and SAP1_RS29020 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS07200 and SAP1_RS33010 and SAP1_RS37140 and SAP1_RS15860 and SAP1_RS16360 and SAP1_RS18825 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS16395 and SAP1_RS34590 and SAP1_RS16490 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS10380 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
PROt2r	L-proline reversible transport via proton symport	-1000.0	1.0 h_e + 1.0 pro_DASH_L_e <=> 1.0 pro_DASH_L_c + 1.0 h_c	(SAP1_RS07585 or SAP1_RS30185 or SAP1_RS09060 or SAP1_RS09420 or SAP1_RS26775 or SAP1_RS14175 or SAP1_RS32390 or SAP1_RS07585 or SAP1_RS30185 or SAP1_RS09060 or SAP1_RS09420 or SAP1_RS26775 or SAP1_RS14175 or SAP1_RS32390)	Transport, Membrane
PROt4	Na+/Proline-L symporter	0.0	1.0 na1_e + 1.0 pro_DASH_L_e -> 1.0 pro_DASH_L_c + 1.0 na1_c	(SAP1_RS15760)	Transport, Membrane
PTRCabc	putrescine transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 ptrc_e -> 1.0 ptrc_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS13540 and SAP1_RS13630 and SAP1_RS13540 and SAP1_RS13630 and SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS34570 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS36490 and SAP1_RS37140 and SAP1_RS08300 and SAP1_RS15860 and SAP1_RS18825 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS10380 and SAP1_RS18285 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560 and SAP1_RS32405 and SAP1_RS13530 and SAP1_RS13525))	Transport, Membrane
PTRCt2	putrescine transport in via proton symport	0.0	1.0 h_e + 1.0 ptrc_e -> 1.0 ptrc_c + 1.0 h_c	(SAP1_RS07270)	Transport, Membrane
PYRt2r	pyruvate reversible transport via proton symport	-1000.0	1.0 h_e + 1.0 pyr_e <=> 1.0 pyr_c + 1.0 h_c	()	Transport, Membrane
RAFt2	raffinose transport in via symport	0.0	1.0 h_e + 1.0 raffin_e -> 1.0 raffin_c + 1.0 h_c	()	Transport, Membrane
RIBabc	D-ribose transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 rib_DASH_D_e -> 1.0 rib_DASH_D_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS12990 and SAP1_RS34290 and SAP1_RS36835 and SAP1_RS05375 and SAP1_RS09675 and SAP1_RS27520 and SAP1_RS11810 and SAP1_RS29825 and SAP1_RS38175 and SAP1_RS37490 and SAP1_RS17485 and SAP1_RS10470 and SAP1_RS29500 and SAP1_RS38180 and SAP1_RS38185 and SAP1_RS05365 and SAP1_RS37495 and SAP1_RS05370 and SAP1_RS09670 and SAP1_RS27515 and SAP1_RS05380 and SAP1_RS29505 and SAP1_RS27505) or (SAP1_RS11515 and SAP1_RS36825 and SAP1_RS10480 and SAP1_RS36830 and SAP1_RS10475 and SAP1_RS34290 and SAP1_RS36835 and SAP1_RS05375 and SAP1_RS09675 and SAP1_RS27520 and SAP1_RS11810 and SAP1_RS29825 and SAP1_RS38175 and SAP1_RS37490 and SAP1_RS17485 and SAP1_RS10470 and SAP1_RS29500))	Transport, Membrane
RMNabc	L-rhamnose transport via ABC system	0.0	1.0 h2o_c + 1.0 atp_c + 1.0 rmn_e -> 1.0 rmn_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS38190 and SAP1_RS38180 and SAP1_RS38185 and SAP1_RS27515 and SAP1_RS38180 and SAP1_RS34290 and SAP1_RS16075 and SAP1_RS36835 and SAP1_RS05375 and SAP1_RS09675 and SAP1_RS27520 and SAP1_RS11810 and SAP1_RS29825 and SAP1_RS38175 and SAP1_RS15860 and SAP1_RS37490 and SAP1_RS17485 and SAP1_RS10470 and SAP1_RS29500))	Transport, Membrane
SALCpts	salicin transport via PEP:Pyr PTS 	0.0	1.0 salcn_e + 1.0 pep_c -> 1.0 pyr_c + 1.0 salc6p_c	()	Transport, Membrane
SBTabc	D-sorbitol transport via ABC system	0.0	1.0 sbt_DASH_D_e + 1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 sbt_DASH_D_c	((SAP1_RS32785 and SAP1_RS32780 and SAP1_RS25770 and SAP1_RS32775 and SAP1_RS15735 and SAP1_RS26400 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS08300 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560))	Transport, Membrane
SERt2r	L-serine reversible transport via proton symport	-1000.0	1.0 h_e + 1.0 ser_DASH_L_e <=> 1.0 ser_DASH_L_c + 1.0 h_c	()	Transport, Membrane
SKMt2	shikimate transport in via proton symport	0.0	1.0 skm_e + 1.0 h_e -> 1.0 skm_c + 1.0 h_c	(SAP1_RS07585 or SAP1_RS30185 or SAP1_RS09060 or SAP1_RS09420 or SAP1_RS26775 or SAP1_RS14175 or SAP1_RS32390)	Transport, Membrane
SPMDabc	spermidine transport via ABC system	0.0	1.0 h2o_c + 1.0 spmd_e + 1.0 atp_c -> 1.0 spmd_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS13540 and SAP1_RS13630 and SAP1_RS13540 and SAP1_RS13630 and SAP1_RS26400 and SAP1_RS12990 and SAP1_RS26625 and SAP1_RS27045 and SAP1_RS12740 and SAP1_RS16400 and SAP1_RS16075 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS34570 and SAP1_RS07480 and SAP1_RS07485 and SAP1_RS38120 and SAP1_RS16355 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS33010 and SAP1_RS36490 and SAP1_RS37140 and SAP1_RS08300 and SAP1_RS15860 and SAP1_RS18825 and SAP1_RS09125 and SAP1_RS16485 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS14445 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS10380 and SAP1_RS18285 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SAP1_RS15560 and SAP1_RS32405 and SAP1_RS13530 and SAP1_RS13525))	Transport, Membrane
SPMDt3	spermidine transport out via proton antiport	0.0	1.0 spmd_c + 1.0 h_e -> 1.0 spmd_e + 1.0 h_c	(SAP1_RS32670)	Transport, Membrane
SUCCt2_2	succinate transport via proton symport (2 H)	0.0	2.0 h_e + 1.0 succ_e -> 1.0 succ_c + 2.0 h_c	(SAP1_RS14695)	Transport, Membrane
TARTt2_3	D-tartrate transport via proton symport (3 H)	0.0	1.0 tartr_DASH_D_e + 3.0 h_e -> 3.0 h_c + 1.0 tartr_DASH_D_c	()	Transport, Membrane
TAURabc	taurine transport via ABC system	0.0	1.0 taur_e + 1.0 h2o_c + 1.0 atp_c -> 1.0 pi_c + 1.0 taur_c + 1.0 h_c + 1.0 adp_c	((SAP1_RS25130 and SAP1_RS26625 and SAP1_RS12740 and SAP1_RS11505 and SAP1_RS18175 and SAP1_RS38120 and SAP1_RS34955 and SAP1_RS17250 and SAP1_RS13535 and SAP1_RS07200 and SAP1_RS01125 and SAP1_RS08300 and SAP1_RS18825 and SAP1_RS09125 and SAP1_RS13675 and SAP1_RS34590 and SAP1_RS25125 and SAP1_RS09210 and SAP1_RS28025 and SAP1_RS38140 and SAP1_RS17815 and SAP1_RS30550 and SAP1_RS20530 and SAP1_RS11250 and SCO7546))	Transport, Membrane
